,artist,album,track_name,track_id,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
126,Gilli,Kiko,Culo (feat. Branco),49vQclrdXkZXMJnD0VN3qZ,2019,False,51,0.9,0.66,G#/Ab,-3.782,Major,0.179,1.15e-06,0.109,0.584,92.013,2.4312,4
127,Alec Benjamin,Narrated For You,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,2018,False,85,0.652,0.557,C#/Db,-5.714,Minor,0.0318,0.0,0.124,0.483,150.073,2.8225666666666664,4
128,Jonas Brothers,Sucker,Sucker,4y3OI86AEP6PQoDE6olYhO,2019,False,6,0.842,0.734,C#/Db,-5.065,Minor,0.0588,0.0,0.106,0.952,137.958,3.017333333333333,4
129,Citybois,Sig Mig,Sig Mig,2kDVTfMiMP8ignU2hU2yCB,2019,False,0,0.703,0.812,G,-4.744,Major,0.245,0.0,0.228,0.626,92.037,3.2451166666666666,4
130,Gilli,Kolde Nætter,Kolde Nætter,6OuXYdo2VotwVcV9kEBqS9,2018,False,43,0.746,0.541,A#/Bb,-6.967,Minor,0.145,2.98e-06,0.19,0.478,97.024,2.8965,4
131,MellemFingaMuzik,JUNGLE,JUNGLE,0VWTSWZVask2dSMShSphvM,2018,False,50,0.793,0.551,F#/Gb,-5.909,Minor,0.0795,0.0,0.186,0.572,142.066,3.4877666666666665,4
132,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,4SSnFejRGlZikf02HLewEF,2019,False,78,0.905,0.389,G#/Ab,-14.505,Major,0.332,0.162,0.106,0.196,120.046,3.21905,4
133,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,2019,False,84,0.367,0.111,E,-14.084,Major,0.0972,3.97e-05,0.0897,0.198,82.642,3.26795,4
134,Khalid,Talk,Talk,0rTV5WefWd1J3OwIheTzxM,2019,False,73,0.9,0.4,C,-8.443,Major,0.124,0.0,0.0876,0.338,136.001,3.29145,4
135,Specktors,Unz Unz,Unz Unz,2vjKei86vFPZBodhXEqEmX,2019,False,51,0.898,0.663,F#/Gb,-6.455,Minor,0.0557,1.77e-05,0.081,0.928,124.016,2.9219333333333335,4
136,Citybois,Finde Tilbage,Finde Tilbage,2PULF2IhwRZg7Qpx3x4lHg,2019,False,0,0.785,0.67,A,-4.928,Minor,0.063,0.0,0.164,0.491,100.024,3.112216666666667,4
137,TopGunn,1991,Hyg Hver Dag (feat. Citybois),5EGO6sCOZuracSGyAPvu3F,2019,False,44,0.861,0.447,A#/Bb,-8.351,Minor,0.11,0.0,0.113,0.494,102.04,2.52085,4
138,TopGunn,1991,Detaljen (feat. Fouli),7FXfrOsoBv8AU9E7hWRTbH,2019,True,46,0.798,0.612,F,-7.072,Minor,0.262,0.0,0.127,0.792,162.015,2.9122333333333335,4
139,benny blanco,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,2018,False,79,0.56,0.68,F#/Gb,-7.648,Minor,0.321,0.0,0.116,0.319,89.391,2.8966666666666665,4
140,Post Malone,Hollywood's Bleeding,Goodbyes (feat. Young Thug),0t3ZvGKlmYmVsDzBJAXK8C,2019,True,80,0.548,0.653,F,-3.875,Major,0.081,0.0,0.103,0.163,150.068,2.9142166666666665,4
141,Shawn Mendes,If I Can't Have You,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,2019,False,77,0.692,0.809,D,-4.198,Major,0.0602,0.0,0.147,0.864,123.911,3.18,4
142,Scarlet Pleasure,24/7,24/7,7Gh29sTql3Yln7gzOB6QZG,2019,False,48,0.836,0.553,A#/Bb,-5.566,Minor,0.0629,0.0,0.0764,0.675,126.051,2.8256666666666668,4
143,Lil Nas X,7 EP,Old Town Road,0F7FA14euOIX8KcbEturGH,2019,False,79,0.907,0.53,C#/Db,-6.112,Major,0.127,2.23e-06,0.101,0.507,135.998,1.8833333333333333,4
144,Sivas,Oui,Oui,7j8K8PE1tO2TvhY15E8ZcD,2018,True,53,0.837,0.802,E,-6.507,Minor,0.188,0.00874,0.307,0.453,127.008,3.1378833333333334,4
145,Calvin Harris,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,2019,False,76,0.807,0.887,C#/Db,-4.311,Minor,0.0361,0.000503,0.0811,0.606,122.015,3.819733333333333,4
146,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),Cross Me (feat. Chance the Rapper & PnB Rock),543bCW2ruMPmxUBWirQ3MR,2019,True,69,0.746,0.787,E,-6.373,Major,0.12,0.0,0.0669,0.607,95.005,3.43645,4
147,Loud Luxury,Body (feat. brando),Body (feat. brando),7K7MUBCnzgBAvMVW2RTWNs,2017,False,0,0.752,0.764,C#/Db,-4.399,Major,0.038,9.44e-05,0.0543,0.582,121.958,2.720266666666667,4
148,R3HAB,All Around The World (La La La),All Around The World (La La La),02itaCXOdC54J0ISjqqFAp,2019,False,76,0.733,0.859,A,-5.03,Minor,0.033,0.0645,0.105,0.52,124.948,2.464,4
149,Panic! At The Disco,Pray for the Wicked,High Hopes,1rqqCSm0Qe4I9rUvWncaom,2018,False,83,0.579,0.904,F,-2.729,Major,0.0618,0.0,0.064,0.681,82.014,3.18245,4
150,The Weeknd,After Hours,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,2020,False,93,0.514,0.73,C#/Db,-5.934,Major,0.0598,9.54e-05,0.0897,0.334,171.005,3.334,4
151,Tones And I,Dance Monkey,Dance Monkey,1rgnBhdG2JDFTbYkYRZAku,2019,False,67,0.826,0.593,F#/Gb,-6.401,Minor,0.0976,0.000161,0.17,0.541,98.083,3.4959166666666666,4
152,Roddy Ricch,Please Excuse Me for Being Antisocial,The Box,0nbXyq5TXYPCO7pr3N8S4I,2019,True,85,0.896,0.586,A#/Bb,-6.687,Minor,0.0559,0.0,0.79,0.642,116.971,3.27755,4
153,SAINt JHN,Roses (Imanbek Remix),Roses - Imanbek Remix,2Wo6QQD1KMDWeFkkjLqwx5,2019,True,64,0.785,0.721,G#/Ab,-5.457,Major,0.0506,0.00432,0.285,0.894,121.962,2.9369833333333335,4
154,Dua Lipa,Future Nostalgia,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,2020,False,84,0.793,0.793,B,-4.521,Minor,0.083,0.0,0.0951,0.679,123.95,3.0548333333333333,4
155,DaBaby,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,2020,True,86,0.746,0.69,B,-7.956,Major,0.164,0.0,0.101,0.497,89.977,3.0288833333333334,4
156,Harry Styles,Fine Line,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,2019,False,90,0.548,0.816,C,-4.209,Major,0.0465,0.0,0.335,0.557,95.39,2.9,4
157,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,2020,False,86,0.726,0.431,G#/Ab,-8.765,Minor,0.135,0.0,0.696,0.348,144.026,2.8888833333333332,4
158,Trevor Daniel,Nicotine,Falling,2rRJrJEo19S2J82BDsQ3F7,2020,False,31,0.784,0.43,A#/Bb,-8.756,Minor,0.0364,0.0,0.0887,0.236,127.087,2.6563666666666665,4
159,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,2019,False,88,0.501,0.405,C#/Db,-5.679,Major,0.0319,0.0,0.105,0.446,109.891,3.036016666666667,4
160,KAROL G,Tusa,Tusa,7k4t7uLgtOxPwTpFmtJNTY,2019,False,81,0.803,0.715,D,-3.28,Major,0.298,0.000134,0.0574,0.574,101.085,3.3493333333333335,4
161,Arizona Zervas,ROXANNE,ROXANNE,696DnlkuDOXcMAnKlTgXXK,2019,True,83,0.621,0.601,F#/Gb,-5.616,Minor,0.148,0.0,0.46,0.457,116.735,2.7272666666666665,5
162,Post Malone,Hollywood's Bleeding,Circles,21jGcNKet2qwijlDFuPiPb,2019,False,88,0.695,0.762,C,-3.497,Major,0.0395,0.00244,0.0863,0.553,120.042,3.588,4
163,Lil Mosey,Certified Hitmaker,Blueberry Faygo,22LAwLoDA5b4AaGSkg6bKW,2020,True,80,0.774,0.554,C,-7.909,Major,0.0383,0.0,0.132,0.349,99.034,2.7091166666666666,4
164,Justin Bieber,Changes,Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,2020,False,79,0.806,0.546,A,-6.637,Major,0.0575,0.0,0.102,0.874,147.986,3.5477833333333333,4
165,Drake,Dark Lane Demo Tapes,Toosie Slide,466cKvZn1j45IpxDdYZqdA,2020,True,73,0.83,0.49,C#/Db,-8.82,Minor,0.209,3.04e-06,0.113,0.845,81.604,4.11765,4
166,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),Before You Go,2gMXnyrvIjhVBUZwvLZDMP,2019,False,86,0.459,0.575,D#/Eb,-4.858,Major,0.0573,0.0,0.0885,0.183,111.881,3.5851166666666665,4
167,Doja Cat,Hot Pink,Say So,3Dv1eDb0MEgF93GpLXlucZ,2019,True,84,0.787,0.673,B,-4.583,Minor,0.159,3.35e-06,0.0904,0.779,110.962,3.9648833333333333,4
168,Maroon 5,Memories,Memories,2b8fOow8UzyDFAE27YhOZM,2019,False,37,0.764,0.32,B,-7.209,Major,0.0546,0.0,0.0822,0.575,91.019,3.1581,4
169,Future,High Off Life,Life Is Good (feat. Drake),1K5KBOgreBi5fkEHvg5ap3,2020,True,76,0.795,0.574,D,-6.903,Minor,0.487,0.0,0.15,0.537,142.053,3.9653,4
170,Jawsh 685,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,2020,True,82,0.767,0.481,C,-8.52,Minor,0.0803,0.0,0.269,0.761,150.076,2.85625,4
171,Harry Styles,Fine Line,Adore You,3jjujdWJ72nww5eGnfs2E7,2019,False,86,0.676,0.771,G#/Ab,-3.675,Major,0.0483,7e-06,0.102,0.569,99.048,3.4522166666666667,4
172,Topic,Breaking Me,Breaking Me,3H7ihDc1dqLriiWXwsc2po,2019,False,84,0.789,0.72,G#/Ab,-5.652,Minor,0.218,0.0,0.129,0.664,122.031,2.7799,4
173,24kGoldn,Mood (feat. iann dior),Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,2020,True,22,0.7,0.722,G,-3.558,Minor,0.0369,0.0,0.272,0.756,90.989,2.3421,4
174,Billie Eilish,everything i wanted,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,2019,False,84,0.704,0.225,F#/Gb,-14.454,Minor,0.0994,0.657,0.106,0.243,120.006,4.090433333333333,4
175,Shawn Mendes,Shawn Mendes (Deluxe),Señorita,6v3KW9xbzN5yKLt9YKDYA2,2019,False,81,0.759,0.548,A,-6.049,Minor,0.029,0.0,0.0828,0.749,116.967,3.18,4
176,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,2Fxmhks0bxGSBdJ92vM42m,2019,False,87,0.701,0.425,G,-10.965,Major,0.375,0.13,0.1,0.562,135.128,3.2348,4
177,Cardi B,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,2020,True,85,0.935,0.454,C#/Db,-7.509,Major,0.375,0.0,0.0824,0.357,133.073,3.1256833333333334,4
178,Surfaces,Where the Light Is,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,2019,False,81,0.878,0.525,F,-6.832,Major,0.0578,0.0,0.0714,0.694,112.022,2.64285,4
179,Eminem,Music To Be Murdered By,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,2020,True,86,0.808,0.745,A#/Bb,-5.26,Minor,0.342,0.0,0.292,0.829,165.995,3.513333333333333,4
180,Justin Bieber,Changes,Yummy,16wAOAZ2OkqoIDN7TpChjR,2020,False,73,0.676,0.506,A,-6.652,Minor,0.0958,0.0,0.118,0.497,145.842,3.4753333333333334,4
181,Dua Lipa,Future Nostalgia,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,2020,False,81,0.73,0.729,E,-3.434,Minor,0.0884,1.39e-06,0.349,0.467,113.011,3.697,4
182,BTS,Dynamite (DayTime Version),Dynamite,0t1kP63rueHleOhQkYSXFY,2020,False,77,0.746,0.765,F#/Gb,-4.41,Minor,0.0993,0.0,0.0936,0.737,114.044,3.3175666666666666,4
183,BENEE,Hey u x,Supalonely (feat. Gus Dapperton),3GZoWLVbmxcBys6g0DLFLf,2020,True,65,0.862,0.631,G,-4.746,Major,0.0515,0.000209,0.123,0.841,128.978,3.7248,4
184,Surf Mesa,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,2019,False,81,0.674,0.774,B,-7.567,Minor,0.0892,0.00188,0.393,0.33,112.05,2.94245,4
185,Lady Gaga,Chromatica,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9,2020,False,78,0.672,0.855,A,-3.764,Major,0.0397,0.0,0.323,0.646,123.056,3.0366666666666666,4
186,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,2019,True,86,0.598,0.427,G,-8.764,Minor,0.0317,5.83e-06,0.21,0.0605,76.469,2.9286833333333333,4
187,Post Malone,Hollywood's Bleeding,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,2019,False,82,0.755,0.522,D,-4.368,Major,0.0575,0.0,0.0685,0.925,89.96,2.626,4
188,Maluma,PAPI JUANCHO,Hawái,1yoMvmasuxZfqHEipJhRbp,2020,False,81,0.783,0.727,F#/Gb,-3.454,Minor,0.389,2.46e-05,0.0626,0.558,180.067,3.3185333333333333,4
189,Regard,Ride It,Ride It,2tnVG71enUj33Ic2nFN6kZ,2019,False,85,0.88,0.751,G,-4.258,Minor,0.0874,6.43e-05,0.106,0.884,117.948,2.6267666666666667,4
190,Travis Scott,Birds In The Trap Sing McKnight,goosebumps,6gBFPUFcJLzWGx4lenP6h2,2016,True,87,0.841,0.728,G,-3.37,Major,0.0484,0.0,0.149,0.43,130.049,4.06395,4
191,Black Eyed Peas,Translation,RITMO (Bad Boys For Life),4NCsrTzgVfsDo8nWyP8PPc,2020,True,47,0.723,0.704,A#/Bb,-7.088,Minor,0.0571,0.00109,0.792,0.684,105.095,3.58225,4
192,THE SCOTTS,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,2020,True,80,0.716,0.537,C,-7.648,Minor,0.0514,0.0,0.157,0.28,129.979,2.7663,4
193,Bad Bunny,YHLQMDLG,Safaera,2DEZmgHKAvm41k4J3R2E9Y,2020,True,81,0.607,0.829,D,-4.074,Major,0.379,0.0,0.107,0.685,96.172,4.919616666666666,4
194,Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,2018,False,89,0.351,0.296,E,-10.109,Minor,0.0333,0.0,0.095,0.12,115.284,3.3364333333333334,4
195,Juice WRLD,Goodbye & Good Riddance,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,2018,True,87,0.511,0.566,F#/Gb,-7.23,Minor,0.2,0.0,0.34,0.218,83.903,3.9972666666666665,4
196,Ariana Grande,Stuck with U,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,2020,False,86,0.597,0.45,G#/Ab,-6.658,Major,0.0418,0.0,0.382,0.537,178.765,3.8080333333333334,3
197,JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,2019,False,83,0.464,0.473,C#/Db,-10.086,Major,0.129,0.0,0.109,0.604,75.801,3.4781166666666667,4
198,Dua Lipa,Future Nostalgia,Physical,3AzjcOeAmA57TIOr9zF1ZW,2020,False,78,0.647,0.844,C,-3.756,Major,0.0457,0.000658,0.102,0.746,146.967,3.2304833333333334,4
199,Travis Scott,ASTROWORLD,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,2018,True,85,0.834,0.73,G#/Ab,-3.714,Major,0.222,0.0,0.124,0.446,155.008,5.213666666666667,4
200,Olivia Rodrigo,SOUR,drivers license,5wANPM4fQCJwkGd4rN57mH,2021,True,92,0.561,0.431,A#/Bb,-8.81,Major,0.0578,1.42e-05,0.106,0.137,143.875,4.03355,4
201,Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,2021,True,91,0.593,0.503,G#/Ab,-6.725,Minor,0.22,0.0,0.405,0.71,178.781,2.2950666666666666,4
202,The Kid LAROI,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,2021,True,93,0.591,0.764,C#/Db,-5.484,Major,0.0483,0.0,0.103,0.478,169.928,2.3634333333333335,4
203,Olivia Rodrigo,SOUR,good 4 u,4ZtFanR9U6ndgddUvNcjcG,2021,True,96,0.563,0.664,A,-5.044,Major,0.154,0.0,0.0849,0.688,166.928,2.969116666666667,4
204,Dua Lipa,Future Nostalgia,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,2020,False,88,0.702,0.825,F#/Gb,-3.787,Minor,0.0601,0.0,0.0674,0.915,102.977,3.3844,4
205,Justin Bieber,Justice,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,2021,True,92,0.677,0.696,C,-6.181,Major,0.119,0.0,0.42,0.464,90.03,3.3013666666666666,4
206,Doja Cat,Planet Her,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,2021,True,87,0.764,0.705,G#/Ab,-3.463,Major,0.0284,8.92e-05,0.12,0.781,110.97,3.4777833333333334,4
207,The Weeknd,After Hours,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,2020,False,93,0.514,0.73,C#/Db,-5.934,Major,0.0598,9.54e-05,0.0897,0.334,171.005,3.334,4
208,Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,02MWAaffLxlfxAUY7c5dvx,2020,False,93,0.761,0.525,B,-6.9,Major,0.0944,6.7e-06,0.0921,0.531,80.87,3.9800833333333334,4
209,Måneskin,Chosen,Beggin',3Wrjm47oTz2sjIgck11l5e,2017,False,95,0.714,0.8,B,-4.808,Minor,0.0504,0.0,0.359,0.589,134.002,3.526,4
210,Masked Wolf,Astronomical,Astronaut In The Ocean,6E90gq0KO6FYZVOXx8kCcC,2021,True,77,0.778,0.695,E,-6.865,Minor,0.0913,0.0,0.15,0.472,149.996,2.213,4
211,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,2020,True,86,0.731,0.573,E,-10.059,Minor,0.0544,5.22e-05,0.113,0.145,109.928,3.4181666666666666,4
212,Lil Nas X,MONTERO,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,2021,True,91,0.741,0.691,A#/Bb,-7.395,Minor,0.0672,0.0,0.0476,0.892,150.087,3.5392166666666665,4
213,Ed Sheeran,=,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,2021,False,94,0.807,0.893,B,-3.745,Minor,0.0347,2.79e-05,0.366,0.537,126.011,3.8457833333333333,4
214,The Weeknd,After Hours,Save Your Tears,5QO79kh1waicV47BqGRL3g,2020,True,90,0.68,0.826,C,-5.487,Major,0.0309,1.24e-05,0.543,0.644,118.051,3.5937833333333336,4
215,BTS,"Butter (Hotter, Sweeter, Cooler)",Butter,2bgTY4UwhfBYhGT4HUYStN,2021,False,91,0.759,0.459,G#/Ab,-5.187,Major,0.0948,0.0,0.0906,0.695,109.997,2.7407,4
216,Bruno Mars,Leave The Door Open,Leave The Door Open,7MAibcTli4IisCtbHKrGMh,2021,False,89,0.586,0.616,F,-7.964,Major,0.0324,0.0,0.0927,0.719,148.088,4.034933333333333,4
217,Olivia Rodrigo,SOUR,deja vu,6HU7h9RYOaPRFeh0R3UeAr,2021,True,90,0.442,0.612,D,-7.222,Major,0.112,5.7e-06,0.37,0.178,180.917,3.5917833333333333,4
218,Rauw Alejandro,VICE VERSA,Todo De Ti,5RwV8BvLfX5injfqYodke9,2021,True,85,0.78,0.719,D#/Eb,-3.613,Minor,0.0506,0.000196,0.0931,0.336,127.962,3.3267333333333333,4
219,24kGoldn,El Dorado,Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,2021,True,89,0.701,0.716,G,-3.671,Minor,0.0361,0.0,0.324,0.732,91.007,2.342216666666667,4
220,Tiësto,The Business,The Business,6f3Slt0GbA2bPZlz0aIFXN,2020,False,88,0.798,0.62,G#/Ab,-7.079,Minor,0.232,0.0192,0.112,0.235,120.031,2.7333333333333334,4
221,BTS,BE,Dynamite,4saklk6nie3yiGePpBwUoc,2020,False,88,0.746,0.765,F#/Gb,-4.41,Minor,0.0993,0.0,0.0936,0.737,114.044,3.3175666666666666,4
222,Bad Bunny,Yonaguni,Yonaguni,2JPLbjOn0wPCngEot2STUS,2021,True,94,0.644,0.648,C#/Db,-4.601,Major,0.118,0.0,0.135,0.44,179.951,3.4451666666666667,4
223,Harry Styles,Fine Line,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,2019,False,90,0.548,0.816,C,-4.209,Major,0.0465,0.0,0.335,0.557,95.39,2.9,4
224,Riton,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl,2021,False,88,0.824,0.862,D,-3.424,Major,0.126,0.000132,0.303,0.801,122.98,2.8192166666666667,4
225,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,telepatía,6tDDoYIxWvMLTdKpjFkc1B,2020,False,87,0.653,0.524,B,-9.016,Minor,0.0502,0.0,0.203,0.553,83.97,2.66985,4
226,The Kid LAROI,F*CK LOVE (SAVAGE),WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,2020,True,86,0.662,0.413,C,-7.357,Major,0.0299,0.0,0.134,0.467,93.005,2.68975,4
227,Giveon,TAKE TIME,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,2020,False,87,0.449,0.465,C,-8.964,Major,0.0791,1.02e-06,0.303,0.543,89.087,3.3061833333333333,3
228,Olivia Rodrigo,SOUR,traitor,5CZ40GBx1sQ9agT82CLQCT,2021,False,93,0.38,0.339,D#/Eb,-7.885,Major,0.0338,0.0,0.12,0.0849,100.607,3.82045,4
229,Farruko,La 167,Pepas,2B4GHvToeLTOBB4QLzW3Ni,2021,True,86,0.762,0.766,G,-3.955,Major,0.0343,6.98e-05,0.128,0.442,130.001,4.785333333333333,4
230,Ariana Grande,Positions,positions,35mvY5S1H3J2QZyna3TFe0,2020,True,88,0.737,0.802,C,-4.771,Major,0.0878,0.0,0.0931,0.682,144.015,2.8720833333333333,4
231,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,2019,False,88,0.501,0.405,C#/Db,-5.679,Major,0.0319,0.0,0.105,0.446,109.891,3.036016666666667,4
232,Myke Towers,Bandido,Bandido,1xK1Gg9SxG8fy2Ya373oqb,2020,False,83,0.713,0.617,G#/Ab,-4.637,Major,0.0887,0.0,0.0962,0.682,168.021,3.8808833333333332,4
233,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,2021,True,90,0.75,0.608,C#/Db,-4.008,Major,0.0387,0.0,0.178,0.958,132.507,2.8891166666666668,4
234,Polo G,Hall of Fame,RAPSTAR,18vXApRmJSgQ6wG2ll9AOg,2021,True,81,0.789,0.536,F#/Gb,-6.862,Major,0.242,0.0,0.129,0.437,81.039,2.765433333333333,4
235,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,2020,False,86,0.856,0.618,G,-4.892,Major,0.286,0.0,0.0866,0.391,81.993,3.3866833333333335,4
236,Doja Cat,Hot Pink,Streets,60ynsPSSKe6O3sfwRnIBRf,2019,True,87,0.749,0.463,B,-8.433,Major,0.0842,0.0382,0.338,0.189,90.035,3.7831166666666665,4
237,The Neighbourhood,I Love You.,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,2013,False,91,0.612,0.807,A#/Bb,-2.81,Major,0.0336,0.0177,0.101,0.398,124.053,4.006666666666667,4
238,Los Legendarios,Los Legendarios 001,Fiel,7Bk0uXKk1uPT0XuQbpFzvs,2021,False,83,0.849,0.701,F#/Gb,-4.407,Minor,0.06,0.0,0.112,0.505,98.005,4.361116666666667,4
239,Doja Cat,Planet Her,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,2021,True,94,0.664,0.609,C#/Db,-6.509,Major,0.0707,0.0,0.0926,0.194,130.041,3.509333333333333,4
240,Dua Lipa,Future Nostalgia,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,2020,False,84,0.793,0.793,B,-4.521,Minor,0.083,0.0,0.0951,0.679,123.95,3.0548333333333333,4
241,Internet Money,B4 The Storm,"Lemonade (feat. Gunna, Don Toliver & NAV)",7hxHWCCAIIxFLCzvDgnQHX,2020,True,81,0.8,0.658,C#/Db,-6.142,Minor,0.079,0.0,0.111,0.462,140.042,3.25715,4
242,Doja Cat,Planet Her,Woman,6Uj1ctrBOjOas8xZXGqKk4,2021,True,96,0.824,0.764,F,-4.175,Minor,0.0854,0.00294,0.117,0.881,107.998,2.8771166666666668,4
243,Duncan Laurence,Small Town Boy (Track By Track),Arcade,1J14CdDAvBTE1AJYUOwl6C,2020,False,78,0.453,0.35,A,-11.639,Minor,0.0425,0.00122,0.144,0.279,72.017,3.0857833333333335,3
244,SZA,Good Days,Good Days,3YJJjQPAbDT7mGpX3WtQ9A,2020,True,86,0.436,0.655,C#/Db,-8.37,Minor,0.0583,8.1e-06,0.688,0.412,121.002,4.6534,4
245,J Balvin,JOSE,Qué Más Pues?,6D2TCm4nf5nxAcdGJ7w3QP,2021,False,80,0.903,0.817,G#/Ab,-3.972,Major,0.095,0.000311,0.242,0.732,102.014,3.6226666666666665,4
246,Joel Corry,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,2020,False,86,0.734,0.874,G#/Ab,-3.158,Major,0.0662,1.14e-05,0.0489,0.905,122.953,2.7671333333333332,4
247,Ariana Grande,Positions,34+35,6Im9k8u9iIzKMrmV7BWtlF,2020,True,86,0.83,0.585,C,-6.476,Major,0.094,0.0,0.248,0.485,109.978,2.895183333333333,4
248,Tate McRae,you broke me first,you broke me first,45bE4HXI0AwGZXfZtMp8JR,2020,False,88,0.667,0.373,E,-9.389,Major,0.05,0.0,0.0906,0.0823,124.148,2.8211,4
249,Sebastian Yatra,Pareja Del Año,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM,2021,False,88,0.715,0.622,E,-5.102,Minor,0.046,0.0,0.0948,0.808,80.015,3.2508833333333333,4
250,Halsey,BADLANDS (Deluxe),Control,3SKzTIl9mW0DadTys9SFo3,2015,False,73,0.549,0.675,E,-5.637,Minor,0.0332,0.0,0.181,0.206,119.898,3.5793666666666666,4
251,Ed Sheeran,Shivers,Shivers,6bQfNiqyCX7UaQSvVVGo4I,2021,False,58,0.788,0.859,D,-2.724,Major,0.0856,0.0,0.0424,0.822,141.02,3.4642166666666667,4
252,Imagine Dragons,Night Visions,Demons,5qaEfEh1AtSdrdrByCP7qR,2012,False,84,0.505,0.71,D#/Eb,-3.015,Major,0.0321,0.00025,0.269,0.428,89.938,2.95845,4
